Region,Fold,MAE,RMSE,MASE,WAPE (%)
Barents Sea,1,4.593380928039551,5.310888427435835,6.8514021623790855,18.5134
Barents Sea,2,3.763193368911743,4.532327668521842,5.593692979026004,14.757236
Barents Sea,3,1.900676965713501,2.3953659818069757,2.8183458686397667,7.102009
Barents Sea,4,2.7619950771331787,3.4456456168236222,4.09565738237809,11.991461
Barents Sea,5,1.612618327140808,1.9020591068570354,2.387955553125525,7.723026
Barents Sea,6,1.529290795326233,1.816016567637789,2.2652310433877574,8.545115
Barents Sea,7,1.291565179824829,1.5238883109529495,1.9135390974192534,9.559452
Barents Sea,8,1.299873948097229,1.596758377982552,1.9264782405148002,13.302014
Barents Sea,9,0.8033581972122192,0.9898011653805414,1.1926205095956246,11.230248
Barents Sea,10,0.900192379951477,1.0480260641482315,1.3379911274911678,15.334192
Barents Sea,11,0.6171215772628784,0.7199869707041258,0.9194164669281336,11.332823
Barents Sea,12,1.305838704109192,1.6548952283858347,1.9481758260371216,27.717474
Barents Sea,13,0.6972922086715698,0.8819221462891869,1.042211520438616,14.269027
Barents Sea,14,1.0274659395217896,1.2359199995304138,1.5385489712931828,31.689522
Barents Sea,15,0.47852256894111633,0.5291834917422409,0.7178415654757381,28.245106
Kara Sea,1,3.4702913761138916,4.2790196310236235,2.8080000580837097,3.7652261
Kara Sea,2,2.2798664569854736,2.781412355634748,1.8451814986474095,2.4838622
Kara Sea,3,3.3362233638763428,4.113041043852829,2.7028420861638858,3.6897652
Kara Sea,4,2.604910135269165,3.1639271648333054,2.111733682776828,3.050777
Kara Sea,5,2.6337177753448486,3.295862847030062,2.1352416233950713,3.0935922
Kara Sea,6,2.428698778152466,2.9889263179882493,1.9695725078628672,2.9535666
Kara Sea,7,1.4953078031539917,1.8161702976998584,1.214340339298744,1.9069486
Kara Sea,8,0.8042507171630859,1.2328105138416996,0.6546010488011792,1.067765
Kara Sea,9,4.431035041809082,5.444950655458768,3.6083966652355124,6.5594616
Kara Sea,10,2.62886381149292,3.303133551840056,2.137917461434462,4.5851955
Kara Sea,11,1.8566763401031494,2.3299376324668657,1.5091560778073816,3.8041153
Kara Sea,12,3.0554614067077637,3.7480200308851743,2.480764681065353,7.777084
Kara Sea,13,2.4103991985321045,2.965329739792565,1.9602760978368448,6.868152
Kara Sea,14,2.3805530071258545,2.8109484313446944,1.9395933605235431,7.4035177
Kara Sea,15,1.8734842538833618,2.406572394633661,1.5262526606729414,7.3895597
Chukchi Sea,1,3.1419405937194824,3.8041239797001474,3.1784511311490946,3.2865853
Chukchi Sea,2,1.0451220273971558,1.3694758419790476,1.059522800094235,1.0992854
Chukchi Sea,3,1.6317332983016968,2.048818117304562,1.6567081558288326,1.6956757
Chukchi Sea,4,3.82952880859375,4.564523953437948,3.8914500383826702,4.153091
Chukchi Sea,5,1.523803949356079,1.9052257600310234,1.547927652828154,1.7900176
Chukchi Sea,6,2.2458810806274414,2.6934916219685454,2.2811432313768587,2.807517
Chukchi Sea,7,2.4894700050354004,2.8762608955903066,2.5276170303531758,3.3912976
Chukchi Sea,8,4.325425148010254,5.4548592419388084,4.386348357470623,6.9502354
Chukchi Sea,9,3.480281114578247,4.069496585539396,3.518689987705051,7.0602975
Chukchi Sea,10,2.7685608863830566,3.5472956336568617,2.7928433576286142,7.1282163
Chukchi Sea,11,1.693070650100708,2.0441401024746133,1.7057284959100274,5.440445
Chukchi Sea,12,3.5500645637512207,4.262544183138517,3.5756512553946562,14.815426
Chukchi Sea,13,1.979436993598938,2.333581559283786,1.9928108741171011,11.987739
Chukchi Sea,14,1.7615721225738525,2.1210799243118124,1.772117408502791,18.2903
Chukchi Sea,15,0.4884853661060333,0.6029902273021963,0.49207640512376694,9.552744
Laptev Sea,1,2.9029271602630615,3.841549251083283,2.638797124007967,3.0331311
Laptev Sea,2,1.037961721420288,1.3518844838367476,0.9446837914585166,1.0895975
Laptev Sea,3,2.4722506999969482,2.816447560593356,2.2515129899847275,2.6335006
